Country,Type,Gas,year,Emissions (kt CO eq),Difference in Emissions,% Difference in Emissions,Absolute change since 1990,Percentage change since 1990,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1996,2,206,13.50%,1535,801.10%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1997,2,58,3.40%,1593,831.40%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1998,2,88,4.90%,1681,877.10%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),1999,5,2681,143.20%,4361,2275.90%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2000,3,-1389,-30.50%,2972,1550.80%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2001,4,566,17.90%,3538,1846.30%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2002,3,-838,-22.50%,2701,1409.20%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2003,3,240,8.30%,2941,1534.60%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2004,3,-214,-6.80%,2727,1422.90%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2005,4,658,22.50%,3385,1766.20%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2006,4,307,8.60%,3692,1926.50%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2007,3,-893,-23.00%,2799,1460.60%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2008,3,-280,-9.40%,2519,1314.60%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2009,3,376,13.90%,2895,1510.80%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2010,3,-558,-18.10%,2337,1219.70%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2011,3,297,11.70%,2634,1374.70%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2012,4,705,24.90%,3339,1742.40%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2013,4,664,18.80%,4003,2088.90%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2014,4,-438,-10.40%,3565,1860.20%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2015,1,-2371,-63.10%,1194,622.90%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2016,1,-8,-0.60%,1185,618.60%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2017,1,121,8.80%,1306,681.60%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2018,2,94,6.30%,1400,730.70%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2019,2,173,10.90%,1574,821.20%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2020,1,-280,-15.90%,1294,675.10%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2021,2,108,7.30%,1402,731.40%,,
Finland,Total net emissions with international transport (EEA),PFCs - (CO2 equivalent),2022,2,-66,-4.10%,1336,697.30%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1990,54,52567,3440.60%,0,0.00%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1991,41,-12700,-23.50%,-12700,-23.50%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1992,26,-14936,-36.10%,-27636,-51.10%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1993,20,-6106,-23.10%,-33741,-62.40%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1994,25,4240,20.80%,-29501,-54.50%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1995,38,13522,55.00%,-15979,-29.50%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1996,56,17707,46.50%,1728,3.20%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1997,52,-4176,-7.50%,-2448,-4.50%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1998,40,-11836,-22.90%,-14284,-26.40%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),1999,32,-8109,-20.40%,-22393,-41.40%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2000,27,-4841,-15.30%,-27235,-50.30%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2001,26,-550,-2.00%,-27785,-51.40%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2002,26,-197,-0.70%,-27982,-51.70%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2003,26,240,0.90%,-27741,-51.30%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2004,25,-1783,-6.80%,-29525,-54.60%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2005,23,-1700,-6.90%,-31224,-57.70%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2006,28,5540,24.20%,-25684,-47.50%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2007,20,-8648,-30.40%,-34332,-63.50%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2008,27,7715,39.00%,-26617,-49.20%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2009,28,53,0.20%,-26564,-49.10%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2010,22,-5070,-18.40%,-31634,-58.50%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2011,24,1940,8.60%,-29694,-54.90%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2012,23,-1565,-6.40%,-31258,-57.80%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2013,32,9333,40.90%,-21926,-40.50%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2014,36,3752,11.70%,-18173,-33.60%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2015,23,-12584,-35.00%,-30757,-56.90%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2016,32,8935,38.30%,-21822,-40.30%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2017,28,-4303,-13.30%,-26125,-48.30%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2018,25,-3414,-12.20%,-29539,-54.60%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2019,24,-153,-0.60%,-29692,-54.90%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2020,26,2087,8.60%,-27604,-51.00%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2021,28,1373,5.20%,-26232,-48.50%,,
Finland,Total net emissions with international transport (EEA),SF6 - (CO2 equivalent),2022,28,132,0.50%,-26100,-48.20%,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1990,,-27995,-100.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1991,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1992,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1993,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1994,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1995,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1996,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1997,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1998,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),1999,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2000,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2001,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2002,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2003,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2004,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2005,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2006,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2007,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2008,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2009,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2010,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2011,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2012,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2013,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2014,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2015,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2016,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2017,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2018,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2019,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2020,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2021,,0,0.00%,,,,
Finland,Total net emissions with international transport (EEA),Unspecified mix of HFCs and PFCs - (CO2 equivalent),2022,,0,0.00%,,,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1990,538748,538747922,0.00%,0,0.00%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1991,564206,25458432,4.70%,25458432,4.70%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1992,556230,-7976599,-1.40%,17481833,3.20%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1993,530442,-25787513,-4.60%,-8305680,-1.50%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1994,523944,-6498125,-1.20%,-14803805,-2.70%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1995,527054,3110156,0.60%,-11693649,-2.20%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1996,538720,11665675,2.20%,-27974,0.00%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1997,530766,-7953816,-1.50%,-7981789,-1.50%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1998,543175,12409212,2.30%,4427422,0.80%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),1999,534824,-8351499,-1.50%,-3924077,-0.70%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2000,546423,11598840,2.20%,7674763,1.40%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2001,535744,-10678439,-2.00%,-3003676,-0.60%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2002,519547,-16197401,-3.00%,-19201077,-3.60%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2003,519946,398836,0.10%,-18802240,-3.50%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2004,520153,206897,0.00%,-18595344,-3.50%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2005,521997,1844620,0.40%,-16750724,-3.10%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2006,513254,-8743373,-1.70%,-25494097,-4.70%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2007,508398,-4855573,-0.90%,-30349670,-5.60%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2008,503090,-5307760,-1.00%,-35657430,-6.60%,,
France,Total net emissions with international transport (EEA),All greenhouse gases - (CO2 equivalent),2009,492207,-10883188,-2.20%,-46540618,-8.60%,,
